time,x_true,y_true,yaw_true,ekf_x,ekf_y,ekf_yaw,nkf_yaw_error
241.956,2.20548,0.542972,-3.0038,2.16348,0.356602,3.18243,0.0856111
241.976,2.20495,0.543013,-3.0089,2.16099,0.356509,3.17089,0.092053
242.068,2.20479,0.539751,-3.0917,2.15377,0.356394,3.13745,0.0426851
242.088,2.20334,0.540045,-3.1045,2.15239,0.356402,3.13109,0.0362531
242.098,2.20292,0.540015,-3.109,2.15153,0.356411,3.12711,0.0357331
242.109,2.20252,0.539902,-3.1137,2.14895,0.356455,3.11517,0.0429731
242.139,2.20132,0.53924,-3.1274,2.14766,0.356491,3.1092,0.035243
242.17,2.20028,0.539141,-3.1334,2.14543,0.356571,3.09885,0.039591
242.18,2.19843,0.539327,3.1403,2.14508,0.356586,3.09726,0.0316978
242.2,2.19782,0.539371,3.1367,2.1419,0.35674,3.08253,0.0428238
242.221,2.19726,0.539384,3.133,2.14156,0.356761,3.08094,0.0407158
242.225,2.19677,0.539356,3.1293,2.14122,0.356781,3.07935,0.0386077
242.241,2.19594,0.539258,3.1219,2.14002,0.356858,3.07377,0.0367798
242.251,2.19521,0.539127,3.1141,2.13744,0.357039,3.06183,0.0409198
242.292,2.19407,0.539143,3.1028,2.13444,0.357292,3.0479,0.0435497
242.333,2.19172,0.538773,3.0803,2.13042,0.357695,3.0292,0.0397558
242.355,2.19118,0.538648,3.0755,2.12982,0.357763,3.02641,0.0377418
242.363,2.19012,0.538601,3.0673,2.12905,0.357852,3.02283,0.0331237
242.373,2.18958,0.538675,3.0636,2.12829,0.357944,3.01925,0.0330057
242.384,2.18904,0.538804,3.0601,2.12573,0.358263,3.00731,0.0414457
242.414,2.18852,0.538969,3.0567,2.12513,0.358344,3.00452,0.0408317
242.424,2.18799,0.539129,3.0534,2.12419,0.358474,3.00014,0.0419098
242.445,2.18638,0.539392,3.043,2.12172,0.358835,2.9886,0.0430518
242.465,2.18455,0.539423,3.0324,2.12079,0.35898,2.98422,0.0368298
242.475,2.18403,0.539429,3.0288,2.12003,0.359101,2.98064,0.0368118
242.485,2.18306,0.539607,3.0221,2.11722,0.359563,2.96751,0.0432458
242.51,2.18257,0.539722,3.0181,2.11672,0.359652,2.96512,0.0416338
242.526,2.18165,0.539913,3.0089,2.11443,0.360066,2.95437,0.0431798
242.557,2.18081,0.539907,2.9988,2.11283,0.360373,2.94681,0.0406418
242.577,2.17943,0.539874,2.9861,2.1103,0.360882,2.93487,0.0398818
242.597,2.17841,0.540115,2.9799,2.1092,0.361113,2.9297,0.0388558
242.605,2.17732,0.540509,2.9731,2.10811,0.361348,2.92452,0.0372298
242.628,2.17676,0.540666,2.9689,2.10517,0.362004,2.91059,0.0469598
242.679,2.17473,0.540679,2.9495,2.10203,0.365163,2.89397,0.0770244
242.709,2.17251,0.540727,2.9342,2.10044,0.365567,2.8864,0.0692864
242.73,2.1714,0.541093,2.9273,2.09787,0.36625,2.87407,0.0747244
242.742,2.17054,0.54145,2.9201,2.09687,0.366523,2.86929,0.0723004
242.77,2.16983,0.541594,2.9116,2.09431,0.36725,2.85695,0.0761384
242.811,2.16795,0.541615,2.8945,2.09052,0.368382,2.83864,0.0773464
242.841,2.16548,0.542228,2.8801,2.08904,0.368846,2.83148,0.0701104
242.872,2.16447,0.542537,2.8716,2.08626,0.369749,2.81795,0.0751424
242.892,2.16364,0.542597,2.862,2.08528,0.370078,2.81317,0.0703184
242.895,2.16298,0.542555,2.8534,2.08398,0.370522,2.8068,0.0680865
242.953,2.16235,0.542631,2.8466,2.08032,0.3718,2.78889,0.0791964
242.963,2.16045,0.543232,2.8323,2.07742,0.372876,2.77457,0.0792244
243.025,2.15678,0.544392,2.807,2.07302,0.374605,2.75268,0.0758144
243.065,2.15512,0.545014,2.7928,2.07,0.375858,2.73755,0.0767385
243.126,2.15169,0.545692,2.7598,2.06482,0.384557,2.70908,0.112184
243.167,2.15052,0.546217,2.753,2.06225,0.385756,2.69595,0.118518
243.208,2.14842,0.547167,2.7376,2.0597,0.38699,2.68282,0.116252
243.228,2.14753,0.547278,2.7279,2.05892,0.387372,2.67884,0.110532
243.248,2.14676,0.547354,2.7187,2.05731,0.38818,2.67048,0.10969
243.258,2.14596,0.547674,2.711,2.05509,0.389316,2.65894,0.113532
243.289,2.14494,0.548315,2.7041,2.05433,0.389716,2.65496,0.110612
243.299,2.14369,0.548999,2.6966,2.05144,0.391252,2.63983,0.118236
243.352,2.14119,0.549694,2.6787,2.04887,0.395524,2.62481,0.0597426
243.38,2.13993,0.550117,2.6632,2.04723,0.396462,2.61605,0.0529985
243.391,2.13938,0.550544,2.6558,2.0447,0.397932,2.60252,0.0591306
243.431,2.13857,0.551029,2.6479,2.04382,0.398463,2.59775,0.0560065
243.442,2.13752,0.551523,2.6403,2.04146,0.399893,2.58501,0.0611426
243.482,2.13525,0.552654,2.6258,2.03993,0.400851,2.57665,0.0550005
243.503,2.13433,0.553268,2.6179,2.0379,0.402145,2.56551,0.0582446
243.523,2.13357,0.553817,2.6083,2.03538,0.403792,2.55158,0.0625746
243.554,2.13201,0.554591,2.5895,2.03367,0.404943,2.54203,0.0533266
243.585,2.13095,0.555071,2.5823,2.03184,0.411149,2.53057,0.0756924
243.602,2.12985,0.555715,2.5762,2.03106,0.411692,2.5262,0.0739704
243.625,2.12883,0.556393,2.5695,2.02854,0.413488,2.51187,0.0815984
243.649,2.12698,0.557261,2.552,2.02555,0.415666,2.49475,0.0812124
243.692,2.12528,0.557959,2.536,2.02432,0.416599,2.48759,0.0723764
243.717,2.12441,0.558647,2.5286,2.02207,0.41833,2.47446,0.0781104
243.743,2.12359,0.559448,2.521,2.02139,0.418862,2.47048,0.0744904
243.768,2.12276,0.560164,2.5134,2.01884,0.420905,2.45535,0.0820144
243.799,2.12106,0.561312,2.4996,2.01778,0.421779,2.44898,0.0745824
243.829,2.12024,0.561967,2.4929,2.01547,0.423709,2.43505,0.0818124
243.85,2.11946,0.562691,2.4857,2.01475,0.424324,2.43068,0.0789904
243.86,2.11874,0.563372,2.4783,2.01241,0.42635,2.41635,0.0859184
243.901,2.1172,0.564399,2.4636,2.01087,0.427722,2.4068,0.0807704
243.921,2.11658,0.56478,2.4554,2.00845,0.429919,2.39167,0.0876944
243.972,2.11554,0.565674,2.4349,2.00638,0.431863,2.37854,0.0803284
244.013,2.11353,0.566658,2.4139,2.00366,0.434496,2.36103,0.0768404
244.033,2.11189,0.567451,2.4034,2.00287,0.435283,2.35585,0.0715144
244.043,2.11143,0.567767,2.4008,2.00238,0.43577,2.35267,0.0720984
244.054,2.111,0.568132,2.3979,2.00093,0.437237,2.34312,0.0787504
244.073,2.11022,0.568883,2.3912,2.00051,0.437668,2.34033,0.0748364
244.094,2.10951,0.569548,2.3831,1.99932,0.438907,2.33237,0.0746964
244.115,2.10892,0.57036,2.376,1.99713,0.441217,2.31764,0.0823224
244.137,2.1081,0.571003,2.3687,1.99666,0.441722,2.31446,0.0782064
244.166,2.1069,0.572284,2.3587,1.99463,0.443947,2.30053,0.0821364
244.18,2.10648,0.572765,2.355,1.99372,0.444972,2.29416,0.0848044
244.217,2.10528,0.574032,2.3423,1.99202,0.446913,2.28222,0.0840444
244.247,2.10368,0.575112,2.3257,1.98956,0.449792,2.26471,0.0849564
244.278,2.10245,0.576549,2.3121,1.98863,0.450918,2.25794,0.0781224
244.298,2.10191,0.577424,2.305,1.98683,0.453117,2.24481,0.0841564
244.329,2.10114,0.578185,2.2965,1.9863,0.453789,2.24083,0.0796364
244.339,2.10024,0.578864,2.2878,1.98438,0.456221,2.2265,0.0852644
244.38,2.09862,0.580378,2.2717,1.98328,0.457655,2.21814,0.0775224
244.4,2.09796,0.581297,2.2625,1.98158,0.459925,2.20501,0.0814564
244.42,2.09731,0.582214,2.2534,1.98107,0.460617,2.20103,0.0763364
244.451,2.09654,0.58314,2.2455,1.9793,0.463055,2.1871,0.0823664
244.465,2.09578,0.584104,2.2396,1.97901,0.463476,2.18471,0.0788544
244.481,2.09499,0.585138,2.2344,1.97718,0.466082,2.16999,0.0883804
244.512,2.09347,0.587141,2.2214,1.9751,0.469139,2.15287,0.0924944
244.551,2.09282,0.588136,2.2162,1.97482,0.46957,2.15048,0.0896824
244.56,2.09216,0.589222,2.2127,1.97416,0.470578,2.14491,0.0917544
244.581,2.0915,0.590455,2.2096,1.97267,0.472893,2.13218,0.10139
244.621,2.09061,0.594486,2.2123,1.97058,0.476251,2.11387,0.122398
244.683,2.08862,0.596572,2.1861,1.96829,0.480096,2.09317,0.116894
244.713,2.08827,0.597173,2.1786,1.96774,0.481065,2.088,0.114568
244.724,2.08789,0.59793,2.171,1.96655,0.483161,2.07685,0.118112
244.765,2.0865,0.599886,2.1534,1.96457,0.486782,2.05775,0.119616
244.816,2.08451,0.603606,2.1243,1.96203,0.491665,2.03228,0.115988
244.867,2.08417,0.604448,2.1171,1.96089,0.493979,2.02034,0.120728
244.887,2.08365,0.605037,2.1095,1.96059,0.494599,2.01715,0.116312
244.907,2.08312,0.605476,2.1022,1.95974,0.496385,2.008,0.118166
244.928,2.08259,0.60602,2.0943,1.95862,0.498803,1.99566,0.122604
244.968,2.08148,0.607778,2.0764,1.95708,0.502259,1.97815,0.122216
245.019,2.07934,0.611237,2.049,1.95534,0.506378,1.95745,0.115512
245.042,2.07904,0.612154,2.0426,1.95495,0.507334,1.95268,0.113888
245.06,2.07877,0.612919,2.036,1.95393,0.50989,1.93994,0.120024
245.101,2.07761,0.614048,2.0171,1.95261,0.513344,1.92283,0.118238
245.141,2.07793,0.61624,2.0078,1.95207,0.514798,1.91566,0.116102
245.172,2.07755,0.617234,2.0006,1.95135,0.516823,1.90571,0.118852
245.182,2.07736,0.618375,1.9949,1.95135,0.516823,1.90571,0.113152
245.213,2.07716,0.61952,1.9891,1.9506,0.519018,1.89497,0.118098
245.229,2.07682,0.620603,1.9832,1.95027,0.519997,1.89019,0.116974
245.263,2.07627,0.622749,1.9726,1.94923,0.523185,1.87467,0.121896
245.28,2.07607,0.62373,1.9646,1.94897,0.524006,1.87069,0.117876
245.304,2.07576,0.624583,1.9544,1.94809,0.526885,1.85676,0.121606
245.345,2.07459,0.625826,1.9324,1.94707,0.530438,1.83965,0.11672
245.386,2.07361,0.6279,1.9129,1.9459,0.534756,1.81895,0.117916
245.436,2.07324,0.630405,1.9001,1.94509,0.53801,1.80343,0.120638
245.609,2.07033,0.639138,1.8273,1.94243,0.550607,1.74775,0.10352
245.64,2.07026,0.640265,1.8201,1.94183,0.554019,1.73277,0.111301
245.68,2.07,0.642409,1.8065,1.94144,0.556457,1.72151,0.108957
245.692,2.06989,0.643384,1.8006,1.94133,0.557186,1.71816,0.106405
245.711,2.06985,0.644375,1.7949,1.94096,0.559761,1.70642,0.112447
245.733,2.06987,0.645416,1.7883,1.94082,0.560724,1.70203,0.110239
245.751,2.06969,0.646505,1.7805,1.94069,0.561768,1.6973,0.107169
245.772,2.06922,0.647666,1.7717,1.9403,0.564878,1.68344,0.112222
245.812,2.06846,0.649921,1.7536,1.94001,0.567582,1.67167,0.105896
245.831,2.06854,0.65091,1.7452,1.93991,0.568537,1.66758,0.101588
245.853,2.06886,0.651608,1.7364,1.93967,0.571054,1.65701,0.103354
245.894,2.06863,0.652716,1.72,1.93951,0.573006,1.64899,0.0949784
245.904,2.06832,0.653416,1.7129,1.93939,0.574469,1.64317,0.0937014
245.924,2.06813,0.654372,1.7057,1.93923,0.576773,1.63417,0.0955014
246.016,2.06746,0.659744,1.6722,1.93887,0.583286,1.61778,0.0783914
246.178,2.05864,0.66199,1.5308,1.93847,0.591832,1.61561,0.0608396
246.219,2.05898,0.664899,1.5246,1.94032,0.579379,1.61043,0.0166563
246.23,2.05915,0.667625,1.5188,1.94027,0.58048,1.61431,0.0263323
246.26,2.05893,0.668855,1.5165,1.94019,0.582334,1.62084,0.0351603
246.291,2.05891,0.669548,1.5163,1.94015,0.583029,1.62329,0.0378083
246.301,2.05914,0.669647,1.5188,1.94005,0.584882,1.62981,0.0418363
246.324,2.05954,0.669183,1.5233,1.94003,0.58523,1.63104,0.0385603
246.341,2.0601,0.668269,1.5287,1.93991,0.58714,1.63777,0.0398923
246.372,2.06039,0.667192,1.5335,1.93987,0.587835,1.64021,0.0375373
246.382,2.06014,0.666259,1.5353,1.93973,0.589802,1.64712,0.0426393
246.412,2.05964,0.665776,1.5335,1.9397,0.590149,1.64833,0.0456543
246.458,2.05855,0.665985,1.5238,1.94227,0.573911,1.64228,0.0146504
246.473,2.05725,0.666959,1.5091,1.9422,0.57501,1.64615,0.0332154
246.494,2.05693,0.667299,1.5061,1.94205,0.576861,1.65271,0.0427814
246.656,2.05938,0.670545,1.5482,1.94127,0.585159,1.68118,0.0291514
246.692,2.05933,0.671232,1.553,1.94375,0.570243,1.67402,0.00558596
246.717,2.05934,0.671851,1.5577,1.94362,0.571433,1.67819,0.00506294
246.719,2.05935,0.672348,1.5621,1.94348,0.572793,1.68295,0.00541497
246.743,2.05938,0.672723,1.566,1.94345,0.57302,1.68374,0.00230696
246.758,2.05934,0.673159,1.5698,1.94334,0.573983,1.68709,0.00185696
246.768,2.05926,0.673668,1.5736,1.94317,0.575454,1.69221,0.00317896
246.799,2.05914,0.674296,1.5772,1.94308,0.57619,1.69477,0.00213596
246.809,2.05895,0.674999,1.5799,1.94282,0.578226,1.70182,0.00649197
246.849,2.05877,0.675709,1.582,1.94274,0.578848,1.70398,0.00654595
246.971,2.06609,0.687639,1.7255,1.94155,0.587052,1.73073,0.110203
247.012,2.06575,0.689971,1.731,1.94126,0.588825,1.73638,0.110046
247.042,2.06593,0.690814,1.7352,1.94115,0.589464,1.73844,0.112194
247.124,2.05909,0.685505,1.6527,1.94022,0.594754,1.75587,0.0122571
247.165,2.05805,0.68774,1.6519,1.93982,0.596845,1.76279,0.00454104
247.196,2.05785,0.689546,1.6542,1.93933,0.599372,1.77113,0.00150296
247.226,2.05782,0.690186,1.6586,1.93925,0.599757,1.7724,0.00163004
247.231,2.05761,0.690993,1.6639,1.93914,0.600305,1.77421,0.00512005
247.407,2.06367,0.705885,1.8121,1.94011,0.595219,1.78646,0.0913047
247.419,2.06395,0.707945,1.8207,1.93986,0.59638,1.79048,0.0958787
247.441,2.0641,0.70895,1.824,1.93955,0.59775,1.79524,0.0944207
247.467,2.06394,0.709796,1.8271,1.93939,0.598487,1.7978,0.0949587
247.481,2.06338,0.710521,1.8296,1.93895,0.600381,1.80439,0.0908707
247.517,2.06267,0.711109,1.8315,1.9389,0.600591,1.80512,0.0920387
247.551,2.06211,0.711624,1.8336,1.93848,0.602321,1.81114,0.0881267
247.554,2.06191,0.712191,1.8374,1.9384,0.602682,1.81235,0.0907087
247.571,2.06209,0.712877,1.8426,1.93819,0.603505,1.81514,0.0931247
247.592,2.06237,0.71372,1.8477,1.93779,0.605099,1.82048,0.0928848
247.642,2.06164,0.716987,1.8583,1.93802,0.60407,1.82273,0.0835123
247.673,2.06125,0.717996,1.8612,1.93756,0.605866,1.82864,0.0805062
247.695,2.06115,0.718838,1.8656,1.93747,0.606173,1.82965,0.0838982
247.703,2.0613,0.719601,1.8707,1.93724,0.607044,1.8325,0.0861422
247.734,2.06145,0.720523,1.8754,1.93686,0.608477,1.83721,0.0861383
247.754,2.0614,0.721621,1.8784,1.93668,0.609142,1.83938,0.0869643
247.765,2.06106,0.722833,1.88,1.93617,0.610981,1.84536,0.0825883
247.805,2.06051,0.72408,1.8814,1.93592,0.611848,1.84818,0.0811662
247.825,2.05994,0.725202,1.8837,1.93556,0.613122,1.85233,0.0793163
247.837,2.0596,0.726077,1.8871,1.9355,0.613326,1.85299,0.0820523
247.897,2.05941,0.727425,1.8957,1.9346,0.616377,1.86283,0.0808102
247.901,2.05937,0.728077,1.899,1.93454,0.61658,1.86348,0.0834622
247.917,2.05929,0.728843,1.9021,1.93405,0.618203,1.86867,0.0813782
247.937,2.05915,0.729715,1.9053,1.93399,0.618406,1.86931,0.0839302
247.958,2.05886,0.730673,1.9084,1.93337,0.620409,1.87575,0.0805962
247.988,2.05818,0.732436,1.9148,1.93303,0.6215,1.87924,0.0835062
248.019,2.05791,0.7332,1.9181,1.93244,0.623332,1.88508,0.0809602
248.04,2.05775,0.734015,1.9213,1.93237,0.62353,1.88572,0.0835282
248.049,2.05765,0.734888,1.9243,1.93216,0.624173,1.88777,0.0844742
248.07,2.05749,0.735739,1.9271,1.9316,0.625901,1.89323,0.0818102
248.1,2.05731,0.736677,1.9307,1.9314,0.626493,1.89511,0.0835383
248.133,2.05706,0.73768,1.9348,1.93181,0.624947,1.89397,0.0837928
248.141,2.05673,0.738735,1.9385,1.93158,0.625638,1.89614,0.0853248
248.149,2.05634,0.739801,1.9417,1.93145,0.626032,1.89737,0.0872928
248.182,2.05597,0.740805,1.9448,1.93096,0.62746,1.90184,0.0859268
248.186,2.05561,0.741673,1.9476,1.93069,0.628246,1.9043,0.0862628
248.253,2.05281,0.739707,1.9067,1.92941,0.631897,1.91589,0.0337788
248.293,2.05221,0.741939,1.9122,1.92863,0.634049,1.92278,0.0323828
248.324,2.05138,0.743906,1.9148,1.92826,0.635074,1.92606,0.0317068
248.406,2.05315,0.749474,1.972,1.92651,0.639746,1.92003,0.0949347
248.417,2.05298,0.750018,1.9745,1.92639,0.640069,1.91844,0.0990268
248.436,2.0528,0.750769,1.9763,1.92546,0.64266,1.9057,0.113563
248.453,2.05261,0.751633,1.9782,1.92527,0.643228,1.90292,0.118249
248.467,2.0524,0.752504,1.9807,1.92482,0.64453,1.89655,0.127117
248.498,2.0522,0.753332,1.9842,1.92379,0.64763,1.88142,0.145741
248.514,2.05188,0.753911,1.9873,1.92347,0.648613,1.87665,0.153617
248.528,2.05155,0.754412,1.9899,1.9227,0.651074,1.86471,0.168157
248.569,2.05129,0.75488,1.9919,1.92235,0.652226,1.85914,0.175729
248.579,2.05107,0.755296,1.9931,1.92155,0.654949,1.846,0.190063
248.603,2.05078,0.755912,1.994,1.92145,0.65528,1.84441,0.192555
248.64,2.04997,0.757957,1.9892,1.91933,0.661988,1.83431,0.0859457
248.66,2.04932,0.759501,1.9798,1.91901,0.663151,1.82874,0.0821177
248.671,2.04861,0.761033,1.9675,1.91823,0.666146,1.81441,0.0841457
248.711,2.04802,0.763572,1.9535,1.9178,0.6679,1.80605,0.0785038
248.732,2.04806,0.764607,1.9511,1.91717,0.670578,1.79331,0.0888397
248.762,2.04792,0.765545,1.9477,1.91653,0.673432,1.77978,0.0989718
248.916,2.04492,0.772802,1.8813,1.9136,0.684788,1.79484,0.0160719
248.946,2.04382,0.774672,1.8667,1.91333,0.685981,1.79851,0.00220012
248.977,2.04372,0.775634,1.8617,1.91289,0.687868,1.80437,0.0130541
248.997,2.04385,0.776625,1.8569,1.91283,0.688116,1.80514,0.0186291
249.018,2.04384,0.777705,1.8508,1.91244,0.689753,1.81026,0.0298441
249.048,2.04325,0.779786,1.8376,1.91218,0.690793,1.81351,0.0462991
249.069,2.04295,0.780631,1.8367,1.91174,0.692574,1.81916,0.0528471
249.099,2.04278,0.781366,1.8403,1.91159,0.693168,1.82104,0.0511311
249.12,2.04259,0.781904,1.8431,1.91229,0.692046,1.82022,0.0573883
249.14,2.04233,0.782406,1.8442,1.91219,0.692442,1.82147,0.0572362
249.17,2.04197,0.782919,1.8446,1.9117,0.694368,1.82752,0.0515912
249.181,2.04169,0.78342,1.8454,1.91164,0.694565,1.82814,0.0517712
249.191,2.04151,0.784079,1.8468,1.91136,0.69565,1.83155,0.0497612
249.211,2.04135,0.7849,1.8483,1.91103,0.696882,1.83542,0.0473863
249.242,2.04118,0.785849,1.8497,1.9108,0.697719,1.83806,0.0461513
249.262,2.04101,0.78695,1.8523,1.91041,0.699145,1.84255,0.0442563
249.282,2.04092,0.788012,1.8565,1.9103,0.699538,1.84378,0.0472242
249.303,2.04086,0.788885,1.8611,1.90994,0.700814,1.84776,0.0478462
249.323,2.04073,0.789585,1.8651,1.90974,0.701501,1.8499,0.0497042
249.344,2.04065,0.79014,1.8683,1.90931,0.70302,1.85462,0.0481873
249.357,2.04047,0.790635,1.8701,1.90924,0.703265,1.85538,0.0492322
249.375,2.04021,0.791087,1.8703,1.91031,0.701207,1.85161,0.0782256
249.385,2.03997,0.791511,1.8697,1.90985,0.702824,1.85659,0.0726425
249.436,2.03941,0.792703,1.8722,1.90914,0.705196,1.86418,0.0675566
249.467,2.03901,0.794843,1.8802,1.90882,0.706274,1.86757,0.0721695
249.497,2.03873,0.796157,1.8833,1.90846,0.707445,1.87117,0.0716676
249.518,2.0386,0.797445,1.886,1.90823,0.708175,1.8734,0.0721325
249.528,2.0386,0.798597,1.8891,1.90731,0.711127,1.86101,0.0876216
249.579,2.0383,0.799971,1.8944,1.90641,0.71418,1.84629,0.107648
249.598,2.03768,0.800252,1.8936,1.90629,0.714594,1.8443,0.108838
249.65,2.03638,0.802153,1.8902,1.9056,0.717975,1.82491,0.08672
249.671,2.03639,0.80321,1.8942,1.90488,0.720725,1.81576,0.099866
249.721,2.03652,0.805514,1.9014,1.90396,0.724484,1.79785,0.124976
249.762,2.03579,0.80767,1.8846,1.90356,0.726245,1.78949,0.116534
249.813,2.03389,0.810911,1.8402,1.90252,0.731076,1.78563,0.075996
249.854,2.03342,0.811621,1.8334,1.90204,0.733217,1.79226,0.062566
249.884,2.03321,0.812252,1.8281,1.90198,0.733516,1.79317,0.05636
249.895,2.0333,0.813325,1.8225,1.90176,0.734461,1.79604,0.047891
249.926,2.03315,0.814306,1.8212,1.90133,0.736318,1.80177,0.040853
249.947,2.03293,0.815378,1.8231,1.90127,0.73661,1.80268,0.041847
249.967,2.03273,0.81652,1.8281,1.90109,0.73734,1.80494,0.044582
249.987,2.03243,0.817636,1.8343,1.90068,0.739042,1.8102,0.045529
250.007,2.0322,0.818675,1.8416,1.9003,0.740596,1.81497,0.048061
250.038,2.03253,0.82026,1.8538,1.90011,0.741372,1.81732,0.057903
250.058,2.03287,0.820921,1.859,1.89944,0.744046,1.80721,0.0732181
250.086,2.03288,0.821538,1.8617,1.89933,0.744464,1.80522,0.077908
250.111,2.0324,0.821999,1.8603,1.89901,0.74711,1.78577,0.0900009
250.181,2.03027,0.82425,1.8562,1.89843,0.749844,1.77717,0.0944999
250.211,2.03055,0.825214,1.8616,1.89791,0.752273,1.77359,0.103486
250.232,2.03079,0.827524,1.8741,1.89759,0.753874,1.76603,0.123548
250.262,2.03058,0.82859,1.8783,1.89705,0.75666,1.75289,0.140882
250.293,2.03027,0.829558,1.8796,1.89657,0.759283,1.74055,0.15452
250.313,2.02934,0.831444,1.8777,1.89627,0.761063,1.7322,0.160978
250.467,2.02757,0.837698,1.826,1.89493,0.769804,1.72436,0.117118
250.487,2.02713,0.838902,1.8202,1.89455,0.77224,1.72005,0.11562
250.505,2.02657,0.840043,1.8148,1.89446,0.772835,1.71727,0.113006
250.538,2.02627,0.841755,1.805,1.89399,0.776188,1.71033,0.110142
250.569,2.02631,0.842573,1.8021,1.8939,0.776782,1.7121,0.105478
250.63,2.02572,0.84523,1.8101,1.89306,0.781493,1.71379,0.0771911
250.65,2.02528,0.846232,1.813,1.89299,0.781998,1.71142,0.0824661
250.671,2.02497,0.847662,1.8186,1.89247,0.785816,1.6936,0.105886
250.711,2.02512,0.848492,1.8238,1.89234,0.786841,1.68884,0.115839
250.712,2.02547,0.849179,1.8293,1.89204,0.789403,1.67693,0.133249
250.742,2.02577,0.849744,1.8334,1.89199,0.78983,1.67495,0.139334
250.813,2.02124,0.848305,1.7567,1.89134,0.796876,1.65291,0.0846691
250.854,2.02085,0.850888,1.7365,1.89116,0.799019,1.65947,0.0579161
250.894,2.02102,0.853154,1.7267,1.89107,0.800015,1.66253,0.0450561
250.915,2.02072,0.85396,1.7204,1.89101,0.800712,1.66468,0.0366081
250.935,2.0202,0.854607,1.7117,1.89081,0.802752,1.67103,0.0215531
250.976,2.01938,0.855889,1.6919,1.89062,0.804593,1.67681,0.00402191
250.996,2.01929,0.856771,1.6859,1.89059,0.804891,1.67775,0.0109639
251.027,2.01959,0.858037,1.6894,1.89038,0.806829,1.6839,0.0136149
251.068,2.02006,0.861981,1.7188,1.89009,0.809329,1.6918,0.00788206
251.098,2.0195,0.862365,1.7215,1.88992,0.810739,1.69619,0.00619109
251.121,2.01895,0.862322,1.7199,1.88987,0.811128,1.6974,0.00338307
251.139,2.01872,0.862352,1.7182,1.88978,0.811808,1.69951,0.000430923
251.19,2.01919,0.864724,1.7234,1.88957,0.813412,1.7045,0.000213922
251.221,2.01909,0.866017,1.7269,1.88932,0.815257,1.71024,0.00245194
251.252,2.0183,0.868209,1.7336,1.88903,0.817294,1.71654,0.00205895
251.276,2.01795,0.869215,1.7362,1.889,0.817537,1.71729,0.000208928
251.282,2.0178,0.870164,1.7381,1.88889,0.818264,1.71954,0.000558943
251.313,2.01778,0.870992,1.7399,1.88868,0.819669,1.72389,0.00310891
251.353,2.01766,0.872248,1.7454,1.88986,0.81877,1.72568,0.0384358
251.373,2.01743,0.872846,1.7484,1.88981,0.819061,1.72657,0.0405478
251.404,2.01718,0.873562,1.7516,1.88953,0.820852,1.73205,0.0382718
251.416,2.01703,0.874408,1.7548,1.88947,0.821238,1.73323,0.0402878
251.445,2.01702,0.875362,1.7581,1.88916,0.823075,1.73882,0.0379978
251.466,2.01706,0.876379,1.7617,1.88911,0.823414,1.73984,0.0405759
251.476,2.01701,0.877208,1.7651,1.88895,0.824331,1.73817,0.0456488
251.496,2.0168,0.877781,1.7676,1.88852,0.8269,1.7262,0.0601199
251.514,2.01643,0.878193,1.7693,1.88846,0.827315,1.72426,0.0637549
251.547,2.01605,0.878598,1.7709,1.88805,0.829973,1.71185,0.0777629
251.557,2.0158,0.879183,1.7728,1.88791,0.830971,1.70719,0.0843249
251.584,2.0157,0.879924,1.7751,1.88626,0.835775,1.69994,0.0427922
251.594,2.01576,0.880798,1.7782,1.8862,0.836275,1.6976,0.0482322
251.608,2.0159,0.881765,1.7815,1.88603,0.837608,1.69136,0.0577722
251.628,2.01581,0.882864,1.7803,1.88567,0.840645,1.67722,0.0707042
251.659,2.01538,0.884176,1.7721,1.88556,0.841744,1.67212,0.0676072
251.679,2.01472,0.885716,1.7603,1.88529,0.844433,1.65961,0.0683152
251.7,2.01368,0.888725,1.7429,1.88515,0.846023,1.65227,0.0582612
251.73,2.01385,0.889713,1.7401,1.88493,0.84884,1.6393,0.0684252
251.75,2.01425,0.890206,1.7368,1.88487,0.849751,1.63512,0.0693052
251.771,2.01441,0.890506,1.7295,1.88474,0.851802,1.63498,0.0621452
251.821,2.01345,0.891949,1.7114,1.88374,0.854862,1.64509,0.0101621
251.852,2.01268,0.894475,1.6981,1.88369,0.855595,1.64731,0.00535787
251.872,2.01303,0.895779,1.6935,1.88353,0.857647,1.6536,0.0162479
251.903,2.01336,0.896953,1.687,1.88349,0.858037,1.6548,0.0239479
251.907,2.01329,0.89806,1.678,1.88346,0.858477,1.65615,0.0342979
251.933,2.01281,0.899026,1.6678,1.8833,0.860234,1.66157,0.0499169
251.952,2.01228,0.89982,1.6581,1.88325,0.860771,1.66323,0.0612779
251.974,2.01204,0.900588,1.6511,1.88307,0.862722,1.66927,0.0743179
252.003,2.01212,0.901292,1.6447,1.88302,0.863259,1.67093,0.0823789
252.076,2.01208,0.905032,1.6301,1.88435,0.862644,1.67582,0.00232655
252.096,2.01196,0.907202,1.6453,1.88413,0.864744,1.68254,0.0108025
252.127,2.01167,0.90744,1.6508,1.88402,0.865746,1.68573,0.0131105
252.177,2.01153,0.90726,1.6509,1.88388,0.86689,1.68934,0.00960255
252.18,2.01164,0.907465,1.6529,1.88388,0.86689,1.68934,0.0116025
